RXCUI,Ingredient,Strength,Treats,Order Limit (avg),Pills per Clinic (by charge),Item Description,NDC,Order Date,Items per Package,Number of Packages,Total Items in Order,Price per Unit,Price per Package,Total Order Cost
200371,Citalopram,20 MG,"['Alcoholism', 'Dementia', 'Depressive Disorder', 'Diabetic Neuropathies', 'Obsessive-Compulsive Disorder', 'Tobacco Use Disorder']",28,-1,CITALOPRAM HBR TB 20MG TOR500@,13668001005,2016-01-19,500,3,1500,$0.03,$14.90,$44.70
200371,Citalopram,20 MG,"['Alcoholism', 'Dementia', 'Depressive Disorder', 'Diabetic Neuropathies', 'Obsessive-Compulsive Disorder', 'Tobacco Use Disorder']",28,500.0,CITALOPRAM HBR TB 20MG TOR500@,13668001005,2016-01-12,500,2,1000,$0.03,$14.90,$29.80
311197,Isosorbide,20 MG,"['Angina Pectoris', 'Coronary Disease', 'Cyanosis', 'Gastroesophageal Reflux', 'Heart Failure', 'Poisoning', 'Esophageal Spasm, Diffuse']",2,-1,ISOSOR MON TB 20MG  ACTA  100@,00228262011,2016-01-19,100,2,200,$0.089,$8.87,$17.74
830717,Vitamin E,200 MG (expressed as docosahexaenoic acid) / 300 MG (expressed as Eicosapentaenoic Acid) / 1 UNT,"['Alzheimer Disease', 'Anemia, Hemolytic', 'Dyskinesia, Drug-Induced', 'Vitamin E Deficiency', 'Dyskinesias']",8,-1,SM FISH OIL SFTGEL 1000MG  180,10939051744,2016-01-19,180,4,720,$0.041,$7.41,$29.64
1658150,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,[],0,-1,RECOMBIVAX-HB SDV 10MCG/ML  10,00006499541,2016-01-12,10,1,10,$38.966,$389.66,$389.66
855290,Warfarin,1 MG (expressed as Warfarin Sodium),"['Atrial Fibrillation', 'Postoperative Complications', 'Pulmonary Embolism', 'Thromboembolism', 'Thrombophlebitis', 'Venous Thrombosis', 'Stroke']",8,-1,COUMADIN TAB 1MG UD 100,00056016975,2016-04-19,100,3,300,$0.034,$3.38,$10.14
855290,Warfarin,1 MG (expressed as Warfarin Sodium),"['Atrial Fibrillation', 'Postoperative Complications', 'Pulmonary Embolism', 'Thromboembolism', 'Thrombophlebitis', 'Venous Thrombosis', 'Stroke']",8,14.285714285714286,COUMADIN TAB 1MG UD        100,00056016975,2016-01-12,100,4,400,$0.034,$3.42,$13.68
1649401,Doxycycline,50 MG (expressed as Doxycycline Monohydrate),"['Anthrax', 'Chlamydia Infections', 'Mycoplasma Infections', 'Pleural Effusion', 'Rickettsia Infections', 'Syphilis', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Pneumonia, Bacterial']",3,-1,DOXYCYC MONO CP 50MG PAR  100@,49884072601,2016-01-12,100,2,200,$0.145,$14.50,$29.00
1649401,Doxycycline,50 MG (expressed as Doxycycline Monohydrate),"['Anthrax', 'Chlamydia Infections', 'Mycoplasma Infections', 'Pleural Effusion', 'Rickettsia Infections', 'Syphilis', 'Gram-Negative Bacterial Infections', 'Gram-Positive Bacterial Infections', 'Pneumonia, Bacterial']",3,70.0,DOXYCYC MONO CP 50MG PAR  100@,49884072601,2016-01-07,100,1,100,$0.145,$14.50,$14.50
310429,Furosemide,20 MG,"['Ascites', 'Edema', 'Heart Failure', 'Hypertension', 'Kidney Failure, Acute', 'Kidney Failure, Chronic', 'Liver Cirrhosis', 'Liver Diseases', 'Nephrotic Syndrome', 'Pulmonary Edema']",11,-1,FUROSEM TAB 20MG     SAN 1000@,00781181810,2016-01-12,1000,1,1000,$0.007,$7.09,$7.09
310534,Glyburide,2.5 MG,"['Diabetes Mellitus, Type 2']",34,-1,GLYBURIDE M TAB 2.5MG TEV 500@,00093834305,2016-08-16,500,2,1000,$0.108,$54.16,$108.32
310534,Glyburide,2.5 MG,"['Diabetes Mellitus, Type 2']",34,20.833333333333332,GLYBURIDE M TAB 2.5MG TEV1000@,00093834310,2016-03-01,1000,1,1000,$0.107,$106.77,$106.77
310534,Glyburide,2.5 MG,"['Diabetes Mellitus, Type 2']",34,83.33333333333333,GLYBURIDE M TAB 2.5MG TEV 500@,00093834305,2016-01-19,500,2,1000,$0.11,$54.80,$109.60
106387,Permethrin,50 MG/ML,"['Lice Infestations', 'Scabies']",0,-1,PERMETHRIN CRM 5% W/W ACT60GM@,00472024260,2016-03-15,60,1,60,$0.772,$46.31,$46.31
311289,Levetiracetam,500 MG,"['Epilepsies, Partial']",46,-1,LEVETIRAC TAB 500MG 500NSTAR@,16714035502,2016-08-16,500,2,1000,$0.096,$47.84,$95.68
311289,Levetiracetam,500 MG,"['Epilepsies, Partial']",46,34.31372549019608,LEVETIRAC TAB 500MG 500NSTAR@,16714035502,2016-05-06,500,2,1000,$0.096,$47.84,$95.68
311289,Levetiracetam,500 MG,"['Epilepsies, Partial']",46,118.64406779661016,LEVETIRAC TAB 500MG 500NSTAR@,16714035502,2016-03-08,500,4,2000,$0.096,$47.84,$191.36
856377,Trazodone,50 MG (expressed as Trazodone Hydrochloride),"['Depressive Disorder', 'Sleep Initiation and Maintenance Disorders']",23,-1,TRAZOD TAB 50MG Q/P 1000@,00603616032,2016-06-14,1000,1,1000,$0.037,$37.36,$37.36
856377,Trazodone,50 MG (expressed as Trazodone Hydrochloride),"['Depressive Disorder', 'Sleep Initiation and Maintenance Disorders']",23,43.20987654320988,TRAZOD TAB 50MG Q/P 1000@,00603616032,2016-03-25,1000,1,1000,$0.037,$37.36,$37.36
151226,topiramate,50 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Epilepsy, Tonic-Clonic', 'Pain', 'Spasms, Infantile']",46,-1,TOPIRAM TAB 50MG CIP 1000@,31722027910,2016-09-30,1000,1,1000,$0.045,$45.33,$45.33
151226,topiramate,50 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Epilepsy, Tonic-Clonic', 'Pain', 'Spasms, Infantile']",46,41.42011834319527,TOPIRAM TAB 50MG CAMB 1000@,31722027910,2016-04-14,1000,2,2000,$0.045,$45.33,$90.66
151226,topiramate,50 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Epilepsy, Tonic-Clonic', 'Pain', 'Spasms, Infantile']",46,175.0,TOPIRAM TAB 50MG CAMB 1000@,31722027910,2016-03-25,1000,1,1000,$0.045,$45.33,$45.33
282401,lamotrigine,25 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Seizures']",11,-1,LAMOTRIG TAB 25MG AVK 1000,42291036610,2016-03-11,1000,1,1000,$0.041,$41.06,$41.06
861007,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,-1,METFORM TAB 500MG CARA 1000@,57664039758,2016-05-31,1000,2,2000,$0.017,$16.60,$33.20
861007,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,156.71641791044777,METFORM TAB 500MG AURO 1000@,65862000899,2016-03-25,1000,3,3000,$0.012,$11.62,$34.86
861007,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,142.85714285714286,METFORM HCL TB 500MG HERI 500@,23155010205,2016-02-05,500,4,2000,$0.015,$7.38,$29.52
197807,Ibuprofen,800 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Menorrhagia', 'Osteoarthritis', 'Pain', 'Pain, Postoperative', 'Premenstrual Syndrome', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",14,-1,IBUPROF TAB 800MG AMN 500@,53746046605,2016-08-05,500,1,500,$0.052,$26.21,$26.21
197807,Ibuprofen,800 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Menorrhagia', 'Osteoarthritis', 'Pain', 'Pain, Postoperative', 'Premenstrual Syndrome', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",14,13.190954773869347,IBUPROF TAB 800MG UD SKY  750@,63739069101,2016-01-19,750,1,750,$0.05,$37.20,$37.20
310430,gabapentin,100 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",40,-1,GABAPENTIN 100MG CAP ASC 500@,67877022205,2016-08-30,500,2,1000,$0.023,$11.28,$22.56
310430,gabapentin,100 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",40,194.44444444444443,GABAPENTIN 100MG CAP ASC 500@,67877022205,2016-08-12,500,2,1000,$0.023,$11.28,$22.56
310430,gabapentin,100 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",40,59.32203389830508,GABAPENT CAP 100MG CIP 500,31722022105,2016-06-14,500,2,1000,$0.023,$11.61,$23.22
310430,gabapentin,100 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Pain', 'Phobic Disorders']",40,21.60493827160494,GABAPENT CAP 100MG CAMB 500,31722022105,2016-03-25,500,1,500,$0.023,$11.61,$11.61
317110,Isosorbide,30 MG,"['Angina Pectoris', 'Coronary Disease', 'Cyanosis', 'Gastroesophageal Reflux', 'Heart Failure', 'Poisoning', 'Esophageal Spasm, Diffuse']",12,-1,ISOSOR MON ER TB 30MG Q/P 100@,00603411021,2016-09-20,100,3,300,$0.168,$16.76,$50.28
317110,Isosorbide,30 MG,"['Angina Pectoris', 'Coronary Disease', 'Cyanosis', 'Gastroesophageal Reflux', 'Heart Failure', 'Poisoning', 'Esophageal Spasm, Diffuse']",12,37.5,ISOSOR MON ER TB 30MG Q/P 100@,00603411021,2016-08-23,100,3,300,$0.168,$16.76,$50.28
317110,Isosorbide,30 MG,"['Angina Pectoris', 'Coronary Disease', 'Cyanosis', 'Gastroesophageal Reflux', 'Heart Failure', 'Poisoning', 'Esophageal Spasm, Diffuse']",12,7.894736842105263,ISOSOR MON ER TB 30MG TORR100@,13668010401,2016-04-12,100,3,300,$0.166,$16.57,$49.71
317110,Isosorbide,30 MG,"['Angina Pectoris', 'Coronary Disease', 'Cyanosis', 'Gastroesophageal Reflux', 'Heart Failure', 'Poisoning', 'Esophageal Spasm, Diffuse']",12,29.166666666666668,ISOSOR MON ER TB 30MG TORR100@,13668010401,2016-03-31,100,1,100,$0.175,$17.48,$17.48
317110,Isosorbide,30 MG,"['Angina Pectoris', 'Coronary Disease', 'Cyanosis', 'Gastroesophageal Reflux', 'Heart Failure', 'Poisoning', 'Esophageal Spasm, Diffuse']",12,4.861111111111111,ISOSOR MON ER TB 30MG TORR100@,13668010401,2016-01-19,100,1,100,$0.177,$17.69,$17.69
198051,Omeprazole,20 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",57,-1,OMEPRAZOLE DR CP 20MG GLEN1000,68462023110,2016-08-23,1000,2,2000,$0.042,$42.08,$84.16
198051,Omeprazole,20 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",57,71.91780821917808,OMEPRAZ DR CAP 20MG APX 1000,60505006501,2016-03-30,1000,3,3000,$0.046,$46.10,$138.30
313988,Furosemide,40 MG,"['Ascites', 'Edema', 'Heart Failure', 'Hypertension', 'Kidney Failure, Acute', 'Kidney Failure, Chronic', 'Liver Cirrhosis', 'Liver Diseases', 'Nephrotic Syndrome', 'Pulmonary Edema']",11,-1,FUROSEM TAB 40MG     SAN 1000@,00781196610,2016-01-12,1000,1,1000,$0.008,$8.13,$8.13
197805,Ibuprofen,400 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Menorrhagia', 'Osteoarthritis', 'Pain', 'Pain, Postoperative', 'Premenstrual Syndrome', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",81,-1,IBUPROF TAB 400MG ASC 500@,67877029405,2016-08-05,500,4,2000,$0.034,$16.83,$67.32
197805,Ibuprofen,400 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Menorrhagia', 'Osteoarthritis', 'Pain', 'Pain, Postoperative', 'Premenstrual Syndrome', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",81,2916.666666666667,IBUPROF TAB 400MG ASC 500@,67877029405,2016-08-02,500,5,2500,$0.034,$16.83,$84.15
197805,Ibuprofen,400 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Menorrhagia', 'Osteoarthritis', 'Pain', 'Pain, Postoperative', 'Premenstrual Syndrome', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",81,43.10344827586207,IBUPROF TAB 400MG   ASC   500@,67877029405,2016-01-12,500,5,2500,$0.034,$17.03,$85.15
-1,,,[],20,-1,SM PRENAT MULTIVIT TAB 100,,2016-04-26,100,10,1000,$0.046,$4.57,$45.70
-1,,,[],20,26.666666666666668,SM PRENAT MULTIVIT TAB     100,,2016-01-12,100,8,800,$0.046,$4.57,$36.56
198371,torsemide,20 MG,"['Ascites', 'Edema', 'Heart Failure', 'Hypertension', 'Kidney Failure, Acute', 'Kidney Failure, Chronic', 'Liver Cirrhosis', 'Liver Diseases', 'Nephrotic Syndrome', 'Pulmonary Edema']",12,-1,TORSEMIDE TAB 20MG CAMB 100@,31722053101,2016-03-30,100,8,800,$0.066,$6.58,$52.64
198371,torsemide,20 MG,"['Ascites', 'Edema', 'Heart Failure', 'Hypertension', 'Kidney Failure, Acute', 'Kidney Failure, Chronic', 'Liver Cirrhosis', 'Liver Diseases', 'Nephrotic Syndrome', 'Pulmonary Edema']",12,13.461538461538462,TORSEMIDE TAB 20MG  CAMB  100@,31722053101,2016-01-12,100,3,300,$0.067,$6.66,$19.98
200224,montelukast,10 MG,"['Asthma', 'Rhinitis, Allergic, Perennial']",23,-1,MONTELUKAST 10MG TAB CAM 1000@,31722072610,2016-05-13,1000,1,1000,$0.121,$121.05,$121.05
200224,montelukast,10 MG,"['Asthma', 'Rhinitis, Allergic, Perennial']",23,28.688524590163937,MONTELUKAST TAB 10MGQ/P 1000@,00603465532,2016-01-12,1000,1,1000,$0.13,$130.22,$130.22
855304,Warfarin,2 MG (expressed as Warfarin Sodium),"['Atrial Fibrillation', 'Postoperative Complications', 'Pulmonary Embolism', 'Thromboembolism', 'Thrombophlebitis', 'Venous Thrombosis', 'Stroke']",3,-1,COUMADIN TAB 2MG UD        100,00056017075,2016-01-12,100,3,300,$0.036,$3.56,$10.68
311026,"insulin, isophane",100 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia']",8,-1,HUMULIN N NPH INSUL U100 10ML,00002831501,2016-07-01,10,35,350,$1.226,$12.26,$429.10
311026,"insulin, isophane",100 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia']",8,20.58823529411765,HUMULIN N NPH INSUL U100 10ML,00002831501,2016-06-14,10,10,100,$1.226,$12.26,$122.60
311026,"insulin, isophane",100 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia']",8,4.605263157894736,HUMULIN N NPH INSUL U100 10ML,00002831501,2016-03-30,10,10,100,$1.226,$12.26,$122.60
311026,"insulin, isophane",100 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia']",8,8.974358974358974,HUMULIN N NPH INSUL U100  10ML,00002831501,2016-01-12,10,20,200,$1.24,$12.40,$248.00
197311,Acyclovir,400 MG,"['Chickenpox', 'Herpes Genitalis', 'Herpes Labialis', 'Herpes Simplex', 'Herpes Zoster', 'Herpes Zoster Ophthalmicus', 'AIDS-Related Opportunistic Infections', 'Epstein-Barr Virus Infections', 'Encephalitis, Herpes Simplex']",46,-1,ACYCLOVIR TAB 400MG APX 1000,60505530608,2016-08-23,1000,1,1000,$0.065,$65.01,$65.01
197311,Acyclovir,400 MG,"['Chickenpox', 'Herpes Genitalis', 'Herpes Labialis', 'Herpes Simplex', 'Herpes Zoster', 'Herpes Zoster Ophthalmicus', 'AIDS-Related Opportunistic Infections', 'Epstein-Barr Virus Infections', 'Encephalitis, Herpes Simplex']",46,194.44444444444443,ACYCLOVIR TAB 400MG APX 1000,60505530608,2016-08-05,1000,1,1000,$0.065,$65.01,$65.01
197311,Acyclovir,400 MG,"['Chickenpox', 'Herpes Genitalis', 'Herpes Labialis', 'Herpes Simplex', 'Herpes Zoster', 'Herpes Zoster Ophthalmicus', 'AIDS-Related Opportunistic Infections', 'Epstein-Barr Virus Infections', 'Encephalitis, Herpes Simplex']",46,33.175355450236964,ACYCLOVIR TAB 400MG APX 1000,60505530608,2016-01-07,1000,2,2000,$0.064,$64.47,$128.94
213442,"Regular Insulin, Human",70 UNT/ML / 30 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",1,-1,NOVOLIN 70/30 VIAL 100U   10ML,00169183711,2016-01-07,10,10,100,$2.46,$24.60,$246.00
904475,Pravastatin,40 MG (expressed as Pravastatin Sodium),"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",17,-1,PRAVASTATIN TAB 40MG DR/R500@,55111023105,2016-08-30,500,1,500,$0.25,$125.00,$125.00
904475,Pravastatin,40 MG (expressed as Pravastatin Sodium),"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",17,250.0,PRAVASTATIN TAB 40MG DR/R500@,55111023105,2016-08-23,500,1,500,$0.25,$125.00,$125.00
904475,Pravastatin,40 MG (expressed as Pravastatin Sodium),"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",17,7.641921397379912,PRAVASTATIN TAB 40MG DR/R500@,55111023105,2016-01-07,500,1,500,$0.25,$125.00,$125.00
993518,Bupropion,150 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",40,-1,BUPROPIO SR TAB 150MG WAT 250@,00591354125,2016-09-13,250,3,750,$0.215,$53.69,$161.07
993518,Bupropion,150 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",40,20.348837209302324,BUPROPIO ER TB 150MG CARA 500@,47335073713,2016-03-25,500,2,1000,$0.166,$83.14,$166.28
993518,Bupropion,150 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",40,47.945205479452056,BUPROPIO ER TB 150MG CARA 500@,47335073713,2016-01-12,500,2,1000,$0.168,$84.14,$168.28
993518,Bupropion,150 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",40,375.0,BUPROPIO SR TAB 150MG WAT 250@,00591354125,2016-01-05,250,3,750,$0.217,$54.33,$162.99
198052,Ondansetron,4 MG,['Alcoholism'],2,-1,ONDANS TAB 4MG GLEN 30@,68462010530,2016-08-30,30,3,90,$0.105,$3.14,$9.42
198052,Ondansetron,4 MG,['Alcoholism'],2,5.25,ONDANS TAB 4MG GLEN 30@,68462010530,2016-07-01,30,3,90,$0.105,$3.14,$9.42
198052,Ondansetron,4 MG,['Alcoholism'],2,1.2280701754385965,ONDANSETRON TAB 4MG ACT     30,45963053830,2016-01-12,30,2,60,$0.112,$3.35,$6.70
200329,Omeprazole,40 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",173,-1,OMEPRAZ DR CAP 40MG DR/R 500@,55111015905,2016-09-13,500,4,2000,$0.142,$70.78,$283.12
200329,Omeprazole,40 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",173,141.8918918918919,OMEPRAZ DR CAP 40MG DR/R 500@,55111015905,2016-07-01,500,6,3000,$0.142,$70.78,$424.68
200329,Omeprazole,40 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",173,134.6153846153846,OMEPRAZOLE DR CP 40MG APX 500,60505014601,2016-05-10,500,4,2000,$0.165,$82.47,$329.88
200329,Omeprazole,40 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",173,250.0,OMEPRAZOLE DR CP 40MG APX 500,60505014601,2016-04-12,500,4,2000,$0.165,$82.47,$329.88
200329,Omeprazole,40 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",173,187.5,OMEPRAZOLE DR CP 40MG APX 500,60505014601,2016-02-16,500,6,3000,$0.167,$83.45,$500.70
200329,Omeprazole,40 MG,"['Duodenal Ulcer', 'Esophagitis', 'Gastroesophageal Reflux', 'Heartburn', 'Peptic Ulcer', 'Stomach Ulcer', 'Zollinger-Ellison Syndrome', 'Helicobacter Infections']",173,262.5,OMEPRAZOLE DR CP 40MG APX 500,60505014601,2016-01-07,500,6,3000,$0.167,$83.45,$500.70
313409,Timolol,5 MG/ML,"['Angina Pectoris', 'Glaucoma, Open-Angle', 'Heart Failure', 'Hypertension', 'Myocardial Infarction', 'Ocular Hypertension']",0,-1,TIMOLOL OPH SOL 0.5% FAL 5ML@,61314022705,2016-08-09,5,5,25,$0.794,$3.97,$19.85
313409,Timolol,5 MG/ML,"['Angina Pectoris', 'Glaucoma, Open-Angle', 'Heart Failure', 'Hypertension', 'Myocardial Infarction', 'Ocular Hypertension']",0,0.3333333333333333,TIMOLOL SOL 0.5% HI-T    10ML,50383002110,2016-01-12,10,2,20,$0.275,$2.75,$5.50
1191013,proparacaine,5 MG/ML (expressed as Proparacaine hydrochloride),[],1,-1,PROPARACAINE SOL 0.5%AKOR15ML@,17478026312,2016-09-09,15,2,30,$1.054,$15.81,$31.62
1191013,proparacaine,5 MG/ML (expressed as Proparacaine hydrochloride),[],1,2.142857142857143,PROPARACAINE SOL 0.5% FAL15ML@,61314001601,2016-07-22,15,2,30,$1.895,$28.42,$56.84
1191013,proparacaine,5 MG/ML (expressed as Proparacaine hydrochloride),[],1,0.31065088757396453,PROPARACAINE SOL 0.5% FAL15ML@,61314001601,2016-02-04,15,1,15,$0.107,$1.61,$1.61
1191013,proparacaine,5 MG/ML (expressed as Proparacaine hydrochloride),[],1,5.833333333333333,PROPARACAINE SOL 0.5% FAL15ML@,61314001601,2016-01-08,15,3,45,$0.107,$1.61,$4.83
200031,carvedilol,6.25 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",52,-1,CARVEDILOL TAB 6.25MG GLEN 500,68462016305,2016-09-13,500,3,1500,$0.021,$10.28,$30.84
200031,carvedilol,6.25 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",52,38.46153846153846,CARVEDILOL TB 6.25MG TEV 100@,00093013501,2016-06-14,100,10,1000,$0.023,$2.32,$23.20
200031,carvedilol,6.25 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",52,43.20987654320988,CARVEDILOL TB 6.25MG TEV 100@,00093013501,2016-03-25,100,10,1000,$0.023,$2.32,$23.20
200031,carvedilol,6.25 MG,"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Myocardial Infarction']",52,44.871794871794876,CARVEDILOL TB 6.25MG TEV  100@,00093013501,2016-01-07,100,10,1000,$0.021,$2.15,$21.50
309593,Vitamin B 12,1 MG,"['Anemia, Pernicious', 'Diabetic Neuropathies', 'Multiple Sclerosis', 'Vitamin B 12 Deficiency', 'Alcoholic Neuropathy']",19,-1,VIT B-12 TAB 1000MCG MMP 130@,00904421713,2016-07-19,130,10,1300,$0.022,$2.86,$28.60
309593,Vitamin B 12,1 MG,"['Anemia, Pernicious', 'Diabetic Neuropathies', 'Multiple Sclerosis', 'Vitamin B 12 Deficiency', 'Alcoholic Neuropathy']",19,7.036082474226804,VIT B-12 TAB 1000MCG MMP  130@,00904421713,2016-01-07,130,3,390,$0.022,$2.90,$8.70
630208,Albuterol,0.83 MG/ML,"['Asthma', 'Lung Diseases, Obstructive']",16,-1,ALBUTEROL INH 0.083% WAT 60@,00591379760,2016-07-29,60,8,480,$0.112,$6.72,$53.76
630208,Albuterol,0.83 MG/ML,"['Asthma', 'Lung Diseases, Obstructive']",16,14.867256637168142,ALBUTEROL INH 0.083% WAT 60@,00591379760,2016-04-07,60,8,480,$0.111,$6.63,$53.04
630208,Albuterol,0.83 MG/ML,"['Asthma', 'Lung Diseases, Obstructive']",16,18.46153846153846,ALBUTEROL INH 0.083% WAT   60@,00591379760,2016-01-07,60,8,480,$0.106,$6.37,$50.96
855334,Warfarin,5 MG (expressed as Warfarin Sodium),"['Atrial Fibrillation', 'Postoperative Complications', 'Pulmonary Embolism', 'Thromboembolism', 'Thrombophlebitis', 'Venous Thrombosis', 'Stroke']",8,-1,COUMADIN TAB 5MG UD 100,00056017275,2016-03-11,100,4,400,$0.038,$3.79,$15.16
855334,Warfarin,5 MG (expressed as Warfarin Sodium),"['Atrial Fibrillation', 'Postoperative Complications', 'Pulmonary Embolism', 'Thromboembolism', 'Thrombophlebitis', 'Venous Thrombosis', 'Stroke']",8,16.40625,COUMADIN TAB 5MG UD        100,00056017275,2016-01-07,100,3,300,$0.038,$3.83,$11.49
543546,Nystatin,100000 UNT/ML,"['Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal']",2,-1,NYSTATIN CRM 100MU FOUG 15GM@,00168005415,2016-05-31,15,5,75,$0.467,$7.01,$35.05
543546,Nystatin,100000 UNT/ML,"['Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal']",2,2.9829545454545454,NYSTATIN CRM 100MU FOUG 15GM@,00168005415,2016-03-04,15,5,75,$0.467,$7.00,$35.00
543546,Nystatin,100000 UNT/ML,"['Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal']",2,1.842105263157895,NYSTATIN CRM 100MU  FOUG 15GM@,00168005415,2016-01-07,15,2,30,$0.467,$7.00,$14.00
